schedule_season,schedule_week,schedule_playoff,team_home,team_away,spread_favorite,over_under_line,stadium,weather_temperature,weather_wind_mph,weather_humidity,team_favorite_away,team_favorite_home,total_score,did_home_team_win
11,8,0,18,10,-5.5,42.0,33,78.0,8.0,85.0,1,0,30.0,0
11,8,0,6,23,-7.0,34.0,6,48.0,18.0,49.0,1,0,49.0,1
11,8,0,7,1,-13.0,32.0,7,72.0,0.0,0.0,0,1,30.0,1
11,8,0,12,5,-2.5,38.0,35,83.0,7.0,21.0,1,0,26.0,1
11,8,0,10,18,-3.5,36.0,10,41.0,7.0,75.0,0,1,34.0,0
11,8,0,20,6,-5.0,36.0,19,62.0,9.0,90.0,0,1,54.0,0
11,8,0,21,4,-7.0,42.0,20,69.0,9.0,46.0,0,1,38.0,1
11,8,0,0,19,-13.5,50.0,0,47.0,9.0,57.0,0,1,51.0,1
11,9,0,23,14,-2.5,40.0,22,71.0,10.0,68.0,0,1,45.0,1
11,9,0,22,15,-1.5,35.0,21,64.0,9.0,78.0,0,1,31.0,1
11,9,0,25,13,-2.5,44.0,24,72.0,0.0,0.0,0,1,44.0,1
11,9,0,26,19,-15.5,46.0,25,72.0,0.0,0.0,0,1,38.0,1
11,9,0,6,9,-6.0,36.0,6,65.0,13.0,78.0,1,0,15.0,0
11,9,0,7,2,-6.5,32.0,7,72.0,0.0,0.0,0,1,37.0,0
11,9,0,19,21,-2.5,38.0,8,64.0,9.0,89.0,1,0,30.0,0
11,9,0,9,7,-4.0,35.0,9,61.0,7.0,94.0,1,0,30.0,0
11,9,0,12,23,-2.0,34.0,35,65.0,8.0,49.0,1,0,28.0,0
11,9,0,11,11,-6.5,37.0,11,72.0,0.0,0.0,0,1,29.0,1
11,9,0,14,25,-2.5,34.0,14,76.0,9.0,76.0,0,1,27.0,0
11,9,0,3,3,-6.5,35.0,3,65.0,21.0,83.0,0,1,45.0,1
11,10,0,23,7,-5.0,39.0,22,43.0,12.0,57.0,1,0,31.0,1
11,10,0,0,27,-17.0,41.0,0,33.0,18.0,74.0,0,1,39.0,1
11,10,0,16,4,-7.0,32.0,16,18.0,19.0,71.0,0,1,30.0,1
11,10,0,1,6,-2.5,36.0,1,28.0,12.0,57.0,1,0,44.0,1
11,10,0,24,22,-9.5,36.0,23,33.0,17.0,49.0,0,1,34.0,1
11,10,0,17,15,-6.5,35.0,17,16.0,8.0,54.0,0,1,33.0,1
11,10,0,15,0,-9.0,36.0,31,72.0,0.0,0.0,1,0,16.0,0
11,10,0,4,17,-4.0,36.0,4,62.0,7.0,69.0,1,0,41.0,0
11,10,0,5,1,-11.5,36.0,27,72.0,0.0,0.0,0,1,41.0,1
11,10,0,8,25,-6.5,35.0,8,54.0,13.0,55.0,0,1,35.0,1
11,10,0,13,10,-6.5,43.0,13,48.0,10.0,51.0,0,1,29.0,1
11,10,0,9,12,-3.5,32.0,9,42.0,12.0,39.0,1,0,37.0,1
11,11,0,1,15,-1.5,38.0,1,32.0,10.0,60.0,0,1,60.0,0
11,11,0,22,20,-2.0,33.0,21,31.0,10.0,76.0,1,0,62.0,0
11,11,0,17,3,-3.0,36.0,17,45.0,9.0,78.0,0,1,33.0,0
11,11,0,2,26,-7.0,37.0,2,32.0,8.0,56.0,1,0,58.0,0
11,11,0,26,13,-10.0,43.0,25,72.0,0.0,0.0,0,1,49.0,1
11,11,0,4,24,-4.0,40.0,4,62.0,8.0,74.0,1,0,47.0,0
11,11,0,18,27,-6.5,35.0,33,59.0,9.0,63.0,0,1,50.0,1
11,11,0,7,7,-5.5,31.0,7,72.0,0.0,0.0,0,1,13.0,1
11,11,0,8,8,-13.5,32.0,8,40.0,22.0,63.0,0,1,55.0,0
11,11,0,12,12,-6.5,34.0,35,74.0,9.0,39.0,1,0,35.0,0
11,11,0,20,18,-2.0,36.0,19,63.0,8.0,71.0,1,0,31.0,1
11,11,0,14,4,-3.0,36.0,14,51.0,8.0,73.0,1,0,51.0,1
11,11,0,13,5,-12.0,35.0,13,40.0,16.0,75.0,0,1,73.0,1
11,11,0,5,2,-3.0,36.0,27,72.0,0.0,0.0,0,1,51.0,0
11,12,0,23,1,-6.5,38.0,22,63.0,12.0,70.0,0,1,50.0,1
11,12,0,25,14,-4.5,46.0,24,72.0,0.0,0.0,0,1,31.0,1
11,12,0,2,23,-2.0,36.0,2,32.0,9.0,84.0,1,0,56.0,0
11,12,0,26,6,-13.0,45.0,25,72.0,0.0,0.0,0,1,52.0,1
11,12,0,15,2,-9.5,38.0,31,72.0,0.0,0.0,1,0,48.0,0
11,12,0,3,9,-6.5,36.0,3,51.0,17.0,86.0,0,1,44.0,0
11,12,0,27,18,-3.5,34.0,28,57.0,8.0,75.0,0,1,38.0,1
11,12,0,6,16,-3.0,35.0,6,37.0,22.0,42.0,1,0,49.0,0
11,12,0,19,13,-6.0,36.0,8,41.0,20.0,42.0,0,1,31.0,1
11,12,0,9,19,-9.5,38.0,9,43.0,12.0,42.0,0,1,27.0,1
11,12,0,10,21,-7.0,40.0,10,39.0,8.0,60.0,1,0,55.0,0
11,12,0,20,17,-4.5,32.0,19,58.0,9.0,69.0,1,0,45.0,1
11,12,0,21,22,-12.0,32.0,20,59.0,18.0,60.0,0,1,24.0,1
11,12,0,18,26,-4.0,46.0,33,75.0,10.0,71.0,1,0,68.0,0
11,13,0,16,0,-8.0,36.0,16,25.0,17.0,82.0,0,1,29.0,0
11,13,0,1,3,-6.5,36.0,1,31.0,20.0,68.0,1,0,52.0,0
11,13,0,22,24,-4.0,36.0,21,34.0,20.0,72.0,1,0,35.0,1
11,13,0,2,8,-7.0,34.0,2,28.0,18.0,80.0,0,1,24.0,1
11,13,0,5,4,-6.0,42.0,27,72.0,0.0,0.0,0,1,48.0,0
11,13,0,6,26,-8.5,42.0,6,47.0,9.0,94.0,1,0,29.0,1
11,13,0,7,5,-6.5,35.0,7,72.0,0.0,0.0,0,1,43.0,0
11,13,0,8,11,-4.0,38.0,8,54.0,15.0,88.0,0,1,27.0,1
11,13,0,12,20,-6.5,33.0,35,58.0,6.0,18.0,1,0,48.0,0
11,13,0,10,10,-7.5,40.0,10,37.0,18.0,77.0,1,0,40.0,1
11,13,0,11,9,-3.5,36.0,11,72.0,0.0,0.0,0,1,23.0,1
11,13,0,14,12,-9.0,34.0,14,60.0,11.0,78.0,1,0,35.0,0
11,13,0,13,13,-12.5,42.0,13,52.0,12.0,71.0,0,1,45.0,0
11,13,0,4,7,-3.0,38.0,4,62.0,6.0,38.0,1,0,43.0,0
11,14,0,24,15,-6.0,40.0,23,68.0,19.0,77.0,0,1,30.0,1
11,14,0,25,2,-3.0,41.0,24,72.0,0.0,0.0,0,1,22.0,1
11,14,0,23,25,-8.5,38.0,22,71.0,14.0,84.0,0,1,66.0,1
11,14,0,0,16,-9.0,46.0,0,40.0,14.0,73.0,0,1,37.0,1
11,14,0,1,12,-7.0,39.0,1,39.0,10.0,86.0,1,0,51.0,1
11,14,0,17,27,-6.5,33.0,17,14.0,6.0,65.0,0,1,23.0,1
11,14,0,15,6,-4.5,38.0,31,72.0,0.0,0.0,1,0,31.0,0
11,14,0,4,21,-12.0,46.0,4,55.0,9.0,15.0,1,0,33.0,0
11,14,0,18,1,-9.0,38.0,33,79.0,10.0,82.0,0,1,47.0,1
11,14,0,20,3,-5.5,36.0,19,53.0,10.0,25.0,1,0,16.0,0
11,14,0,21,17,-4.0,34.0,20,56.0,12.0,40.0,0,1,62.0,1
11,14,0,11,24,-1.5,36.0,11,72.0,0.0,0.0,0,1,25.0,0
11,14,0,26,20,-6.5,42.0,25,72.0,0.0,0.0,0,1,19.0,0
11,15,0,16,25,-9.5,36.0,16,53.0,15.0,94.0,0,1,40.0,1
11,15,0,22,9,0.0,36.0,21,54.0,16.0,73.0,0,0,24.0,0
11,15,0,24,17,-2.0,36.0,23,70.0,14.0,84.0,0,1,37.0,1
11,15,0,25,16,-5.5,42.0,24,72.0,0.0,0.0,0,1,54.0,1
11,15,0,26,15,-10.0,44.0,25,72.0,0.0,0.0,0,1,37.0,1
11,15,0,3,11,-9.0,36.0,3,58.0,22.0,78.0,0,1,37.0,1
11,15,0,27,26,-1.5,41.0,28,54.0,8.0,79.0,0,1,57.0,0
11,15,0,4,5,-6.0,43.0,4,54.0,8.0,79.0,1,0,45.0,0
11,15,0,6,8,-8.0,34.0,6,44.0,14.0,66.0,0,1,40.0,1
11,15,0,19,20,-3.0,33.0,8,52.0,11.0,59.0,0,1,33.0,0
11,15,0,12,21,-14.0,40.0,35,59.0,6.0,45.0,1,0,34.0,0
11,15,0,11,7,-3.5,36.0,11,72.0,0.0,0.0,1,0,46.0,0
11,15,0,14,23,-4.0,38.0,14,69.0,7.0,71.0,1,0,50.0,0
11,15,0,18,19,-8.0,46.0,33,73.0,7.0,74.0,0,1,50.0,1
11,16,0,16,1,-13.0,34.0,16,32.0,22.0,73.0,0,1,27.0,1
11,16,0,21,24,-4.5,37.0,20,47.0,10.0,74.0,0,1,42.0,1
11,16,0,23,18,-7.0,40.0,22,42.0,16.0,34.0,0,1,39.0,1
11,16,0,22,10,-3.0,35.0,21,28.0,21.0,59.0,1,0,31.0,0
11,16,0,17,22,-11.5,34.0,17,34.0,8.0,39.0,0,1,43.0,1
11,16,0,2,4,-3.0,34.0,2,10.0,15.0,62.0,1,0,38.0,0
11,16,0,15,26,-13.0,42.5,31,72.0,0.0,0.0,1,0,42.0,0
11,16,0,5,14,-10.0,45.0,27,72.0,0.0,0.0,0,1,34.0,1
11,16,0,8,27,-7.0,36.0,8,39.0,30.0,38.0,0,1,9.0,0
11,16,0,9,13,-3.5,32.0,9,38.0,22.0,40.0,0,1,38.0,0
11,16,0,10,19,-6.0,39.0,10,29.0,23.0,53.0,0,1,27.0,1
11,16,0,20,0,-1.0,38.0,19,60.0,8.0,47.0,1,0,68.0,1
11,16,0,13,12,-9.0,37.0,13,40.0,19.0,31.0,0,1,51.0,1
11,16,0,7,3,-3.0,37.0,7,72.0,0.0,0.0,0,1,27.0,1
11,17,0,5,25,-6.0,44.0,27,72.0,0.0,0.0,0,1,34.0,0
11,17,0,19,10,-3.0,37.0,8,39.0,20.0,49.0,1,0,44.0,1
11,17,0,0,4,-5.0,41.0,0,35.0,22.0,74.0,0,1,31.0,0
11,17,0,1,27,-2.0,38.0,1,34.0,10.0,96.0,1,0,36.0,1
11,17,0,24,5,-3.0,39.0,23,48.0,8.0,97.0,0,1,58.0,1
11,17,0,27,24,-2.5,35.0,28,58.0,9.0,60.0,0,1,48.0,0
11,17,0,18,16,-5.5,44.0,33,71.0,6.0,64.0,0,1,43.0,0
11,17,0,9,21,-3.0,35.0,9,37.0,11.0,57.0,1,0,46.0,1
11,17,0,12,17,-7.0,35.0,35,55.0,5.0,73.0,1,0,30.0,0
11,17,0,10,6,-3.0,37.0,10,32.0,15.0,82.0,0,1,27.0,1
11,17,0,20,9,-3.0,37.0,19,57.0,6.0,55.0,1,0,31.0,0
11,17,0,11,14,-6.0,39.0,11,72.0,0.0,0.0,0,1,32.0,1
11,17,0,14,8,-5.5,35.0,14,62.0,5.0,72.0,0,1,20.0,1
11,17,0,21,2,-5.0,39.0,20,48.0,5.0,74.0,0,1,66.0,1
11,18,1,3,3,-5.0,36.0,3,0.0,0.0,0.0,0,1,16.0,1
11,18,1,7,5,-6.0,39.0,7,72.0,0.0,0.0,0,1,47.0,0
11,18,1,16,13,-3.0,37.0,16,0.0,0.0,0.0,0,1,30.0,0
11,18,1,26,16,-9.0,44.0,25,72.0,0.0,0.0,0,1,27.0,1
11,19,1,17,10,-3.5,37.0,17,0.0,0.0,0.0,0,1,50.0,1
11,19,1,13,5,-11.5,43.0,13,0.0,0.0,0.0,0,1,31.0,1
11,19,1,0,24,-10.5,41.0,0,0.0,0.0,0.0,0,1,51.0,1
11,19,1,25,13,0.0,43.0,24,72.0,0.0,0.0,0,0,44.0,1
11,20,1,0,9,-12.0,46.0,0,0.0,0.0,0.0,0,1,17.0,1
11,20,1,13,4,-14.0,43.0,13,0.0,0.0,0.0,0,1,51.0,1
11,21,1,13,26,-7.0,49.0,27,72.0,0.0,0.0,0,1,61.0,1
12,1,0,23,16,-3.0,43.0,37,72.0,0.0,0.0,0,1,37.0,1
12,1,0,0,14,-11.0,45.0,0,73.0,11.0,74.0,0,1,47.0,1
12,1,0,16,4,-3.5,37.0,16,74.0,12.0,77.0,0,1,51.0,1
12,1,0,17,3,-3.0,36.0,17,64.0,9.0,34.0,0,1,30.0,1
12,1,0,2,23,-5.0,37.0,2,68.0,9.0,88.0,1,0,43.0,0
12,1,0,26,15,-12.5,45.0,25,72.0,0.0,0.0,0,1,53.0,0
12,1,0,15,6,-6.0,34.0,31,72.0,0.0,0.0,1,0,17.0,1
12,1,0,19,7,-4.0,37.0,8,68.0,12.0,75.0,1,0,45.0,0
12,1,0,9,17,-3.5,34.0,9,68.0,12.0,84.0,0,1,28.0,1
12,1,0,20,24,-2.5,35.0,19,70.0,10.0,77.0,1,0,34.0,0
12,1,0,11,19,-4.0,37.0,11,72.0,0.0,0.0,0,1,24.0,0
12,1,0,14,22,-1.0,37.0,14,81.0,6.0,75.0,0,1,30.0,1
12,1,0,24,21,-2.0,43.0,23,83.0,11.0,67.0,1,0,33.0,1
12,2,0,1,3,-2.5,37.0,1,63.0,5.0,73.0,1,0,45.0,1
12,2,0,17,11,-6.5,34.0,17,74.0,11.0,28.0,0,1,34.0,1
12,2,0,25,23,-3.5,43.0,24,72.0,0.0,0.0,0,1,48.0,1
12,2,0,15,10,-9.0,39.0,31,72.0,0.0,0.0,0,1,30.0,0
12,2,0,3,18,-10.0,33.0,3,74.0,20.0,69.0,0,1,33.0,1
12,2,0,4,27,-4.0,37.0,4,68.0,10.0,80.0,0,1,14.0,1
12,2,0,7,2,-4.0,34.0,7,72.0,0.0,0.0,0,1,34.0,1
12,2,0,19,13,-3.0,38.0,8,64.0,9.0,59.0,1,0,62.0,0
12,2,0,12,20,-7.0,35.0,35,92.0,7.0,30.0,1,0,45.0,0
12,2,0,10,16,-2.5,38.0,10,60.0,7.0,67.0,1,0,37.0,1
12,2,0,21,26,-3.5,44.0,20,65.0,13.0,60.0,0,1,65.0,0
12,2,0,14,25,-2.5,37.0,14,80.0,10.0,78.0,0,1,34.0,1
12,2,0,13,5,-10.0,45.0,13,64.0,6.0,66.0,0,1,41.0,1
12,2,0,22,0,-2.5,38.0,21,66.0,9.0,71.0,1,0,50.0,0
12,3,0,23,17,-1.0,37.0,37,72.0,0.0,0.0,0,1,17.0,0
12,3,0,0,8,-17.0,41.0,0,56.0,6.0,64.0,0,1,38.0,1
12,3,0,24,22,-13.5,40.0,23,84.0,13.0,62.0,0,1,51.0,1
12,3,0,2,19,0.0,37.0,2,56.0,11.0,68.0,0,0,47.0,1
12,3,0,26,24,-5.5,39.0,25,72.0,0.0,0.0,0,1,43.0,1
12,3,0,27,6,-8.5,33.0,28,68.0,9.0,84.0,0,1,44.0,0
12,3,0,18,14,-8.5,38.0,33,82.0,6.0,78.0,0,1,36.0,1
12,3,0,5,1,-7.0,39.0,27,72.0,0.0,0.0,0,1,46.0,1
12,3,0,6,18,-3.0,33.0,6,59.0,10.0,63.0,0,1,16.0,0
12,3,0,8,7,-4.0,41.0,8,66.0,10.0,48.0,1,0,45.0,0
12,3,0,9,9,-6.5,35.0,9,67.0,9.0,50.0,0,1,30.0,1
12,3,0,20,15,-3.0,35.0,19,70.0,8.0,80.0,0,1,29.0,0
12,3,0,13,4,-9.0,45.0,13,68.0,9.0,61.0,0,1,23.0,1
12,3,0,16,12,-5.0,37.0,16,63.0,10.0,96.0,0,1,41.0,0
12,4,0,16,5,-4.5,39.0,16,60.0,14.0,70.0,0,1,72.0,1
12,4,0,1,23,-2.0,41.0,1,63.0,12.0,79.0,0,1,49.0,0
12,4,0,22,9,-4.5,34.0,21,66.0,14.0,74.0,1,0,12.0,0
12,4,0,25,1,-10.5,41.0,24,72.0,0.0,0.0,0,1,50.0,0
12,4,0,2,15,-3.5,37.0,2,56.0,12.0,75.0,1,0,20.0,1
12,4,0,26,11,-11.0,41.0,25,72.0,0.0,0.0,0,1,27.0,1
12,4,0,4,16,0.0,38.0,4,69.0,9.0,83.0,0,0,28.0,1
12,4,0,6,26,-14.0,38.0,6,66.0,12.0,87.0,1,0,48.0,0
12,4,0,7,7,-3.0,37.0,7,72.0,0.0,0.0,1,0,26.0,0
12,4,0,11,0,-6.0,35.0,11,72.0,0.0,0.0,1,0,36.0,0
12,4,0,3,3,-6.0,37.0,3,58.0,13.0,60.0,0,1,34.0,1
12,5,0,23,25,-7.5,42.0,37,72.0,0.0,0.0,0,1,34.0,1
12,5,0,0,0,-10.5,50.0,0,53.0,9.0,58.0,0,1,47.0,0
12,5,0,17,24,-1.0,33.0,17,64.0,12.0,24.0,0,1,39.0,1
12,5,0,25,17,0.0,36.0,24,72.0,0.0,0.0,0,0,20.0,0
12,5,0,27,12,0.0,38.0,28,66.0,8.0,72.0,0,0,23.0,1
12,5,0,5,2,-4.0,43.0,27,72.0,0.0,0.0,0,1,41.0,1
12,5,0,8,27,-10.0,35.0,8,65.0,13.0,61.0,0,1,51.0,1
12,5,0,12,21,-10.0,39.0,35,82.0,7.0,22.0,1,0,51.0,1
12,5,0,20,18,-3.5,32.0,19,68.0,7.0,73.0,0,1,23.0,1
12,5,0,21,14,-15.0,42.0,20,64.0,12.0,66.0,0,1,51.0,1
12,5,0,14,8,-10.0,35.0,14,81.0,14.0,81.0,0,1,38.0,0
12,5,0,9,13,-3.5,39.0,9,56.0,16.0,48.0,0,1,38.0,1
12,6,0,1,10,-7.0,43.0,1,50.0,10.0,81.0,1,0,62.0,0
12,6,0,22,15,-3.0,33.0,21,51.0,10.0,92.0,1,0,26.0,1
12,6,0,24,18,-18.0,37.0,23,66.0,4.0,48.0,0,1,27.0,1
12,6,0,15,16,-2.0,37.0,31,72.0,0.0,0.0,1,0,9.0,1
12,6,0,3,20,-2.0,34.0,3,50.0,10.0,57.0,1,0,41.0,1
12,6,0,27,26,-9.5,42.0,28,64.0,10.0,88.0,1,0,23.0,1
12,6,0,18,5,-8.0,44.0,33,83.0,9.0,74.0,0,1,38.0,1
12,6,0,6,7,-17.5,39.0,6,59.0,6.0,95.0,1,0,36.0,0
12,6,0,7,14,-9.0,34.0,7,72.0,0.0,0.0,0,1,23.0,1
12,6,0,19,22,-8.0,38.0,8,63.0,6.0,77.0,0,1,52.0,1
12,6,0,13,9,-8.0,38.0,13,57.0,11.0,63.0,0,1,37.0,1
12,7,0,5,4,-5.5,43.0,27,72.0,0.0,0.0,0,1,45.0,1
12,7,0,16,1,-5.5,40.0,16,41.0,13.0,54.0,0,1,45.0,1
12,7,0,22,25,-3.0,33.0,21,38.0,11.0,84.0,0,1,23.0,1
12,7,0,24,24,-4.0,38.0,23,60.0,5.0,71.0,0,1,27.0,1
12,7,0,17,10,-3.0,39.0,17,47.0,8.0,37.0,1,0,48.0,1
12,7,0,15,11,-2.0,32.0,31,72.0,0.0,0.0,0,1,48.0,0
12,7,0,4,12,-1.5,37.0,4,66.0,8.0,80.0,1,0,55.0,1
12,7,0,18,27,-15.0,39.0,33,80.0,7.0,76.0,0,1,55.0,1
12,7,0,12,17,-7.0,35.0,35,79.0,6.0,20.0,1,0,51.0,0
12,7,0,21,5,-10.0,45.0,20,60.0,12.0,81.0,0,1,73.0,1
12,7,0,11,3,-7.0,32.0,11,72.0,0.0,0.0,1,0,19.0,0
12,7,0,13,20,-2.0,38.0,13,48.0,9.0,55.0,0,1,28.0,1
12,7,0,10,19,-7.5,38.0,10,36.0,16.0,76.0,0,1,20.0,1
12,8,0,2,2,-3.5,37.0,2,48.0,8.0,86.0,1,0,40.0,0
12,8,0,26,19,-17.0,44.0,25,72.0,0.0,0.0,0,1,36.0,1
12,8,0,3,15,-8.5,36.0,3,61.0,9.0,58.0,0,1,30.0,0
12,8,0,27,13,-3.0,36.0,28,67.0,9.0,80.0,1,0,41.0,0
12,8,0,18,8,-13.5,39.0,33,76.0,9.0,71.0,0,1,51.0,0
12,8,0,5,21,-2.5,42.0,27,72.0,0.0,0.0,1,0,28.0,0
12,8,0,6,6,-4.5,30.0,6,48.0,17.0,82.0,1,0,36.0,0
12,8,0,19,18,-14.5,32.0,8,50.0,20.0,68.0,0,1,33.0,1
12,8,0,9,22,-15.0,38.0,9,51.0,13.0,54.0,0,1,10.0,1
12,8,0,20,9,-1.5,33.0,19,67.0,8.0,76.0,0,1,45.0,1
12,8,0,14,4,-2.5,40.0,14,66.0,8.0,78.0,0,1,45.0,0
12,8,0,8,26,-8.5,43.0,8,46.0,19.0,49.0,1,0,44.0,0
12,9,0,23,14,-5.0,42.0,37,72.0,0.0,0.0,0,1,58.0,1
12,9,0,0,27,-19.0,40.0,0,37.0,11.0,64.0,0,1,23.0,1
12,9,0,1,6,-2.0,35.0,1,52.0,12.0,85.0,1,0,40.0,1
12,9,0,24,20,-4.0,36.0,23,68.0,22.0,71.0,0,1,30.0,1
12,9,0,25,25,-10.0,39.0,24,72.0,0.0,0.0,0,1,40.0,0
12,9,0,7,1,-11.5,36.0,7,72.0,0.0,0.0,0,1,44.0,1
12,9,0,8,0,-6.5,39.0,8,46.0,13.0,60.0,1,0,40.0,1
12,9,0,12,7,-13.0,44.0,35,68.0,8.0,29.0,1,0,38.0,1
12,9,0,10,10,-3.0,39.0,10,42.0,12.0,86.0,1,0,41.0,1
12,9,0,20,8,-6.0,38.0,19,66.0,9.0,65.0,0,1,26.0,1
12,9,0,13,12,-10.5,38.0,13,46.0,10.0,97.0,0,1,31.0,0
12,9,0,16,23,-3.5,40.0,16,50.0,18.0,90.0,0,1,48.0,0
12,10,0,0,15,-7.0,38.0,0,27.0,5.0,67.0,0,1,48.0,1
12,10,0,16,19,-9.0,39.0,16,36.0,10.0,84.0,0,1,59.0,0
12,10,0,17,16,-6.0,35.0,17,43.0,10.0,47.0,0,1,43.0,1
12,10,0,25,13,-6.5,41.0,24,72.0,0.0,0.0,1,0,40.0,0
12,10,0,26,6,-11.0,40.0,25,72.0,0.0,0.0,0,1,38.0,0
12,10,0,15,0,-6.5,38.0,31,72.0,0.0,0.0,1,0,28.0,0
12,10,0,3,11,-6.0,35.0,3,43.0,18.0,72.0,0,1,30.0,1
12,10,0,4,22,-5.0,40.0,4,64.0,8.0,81.0,0,1,34.0,0
12,10,0,6,17,-8.0,32.0,6,34.0,14.0,52.0,1,0,45.0,0
12,10,0,19,25,-9.0,37.0,8,37.0,12.0,53.0,0,1,34.0,1
12,10,0,9,3,-6.5,33.0,9,39.0,11.0,47.0,0,1,41.0,1
12,10,0,11,21,-12.5,33.0,11,72.0,0.0,0.0,1,0,19.0,0
12,10,0,14,23,-6.0,40.0,14,59.0,10.0,74.0,1,0,42.0,0
12,10,0,23,7,-7.0,45.0,37,72.0,0.0,0.0,1,0,44.0,0
12,11,0,23,22,-4.0,41.5,37,72.0,0.0,0.0,0,1,37.0,1
12,11,0,22,11,-2.5,31.0,21,28.0,11.0,76.0,0,1,27.0,0
12,11,0,24,14,-14.5,40.0,23,56.0,8.0,54.0,0,1,50.0,0
12,11,0,17,12,-3.5,37.0,17,46.0,9.0,42.0,0,1,40.0,1
12,11,0,2,20,-8.5,35.0,2,30.0,11.0,54.0,1,0,51.0,1
12,11,0,15,27,-7.0,32.0,31,72.0,0.0,0.0,0,1,71.0,0
12,11,0,3,21,-1.0,35.0,3,40.0,9.0,64.0,0,1,51.0,1
12,11,0,27,18,-14.0,32.0,28,63.0,7.0,67.0,0,1,23.0,1
12,11,0,5,10,-7.5,43.0,27,72.0,0.0,0.0,0,1,30.0,0
12,11,0,8,19,-6.0,40.0,8,38.0,16.0,46.0,0,1,31.0,1
12,11,0,10,4,-11.0,34.0,10,30.0,14.0,79.0,0,1,31.0,1
12,11,0,21,17,-6.0,40.0,20,56.0,8.0,74.0,0,1,41.0,1
12,11,0,14,2,-6.5,41.0,14,58.0,10.0,46.0,1,0,37.0,1
12,11,0,18,26,-1.0,46.5,33,70.0,14.0,68.0,1,0,46.0,0
12,12,0,0,5,-13.0,43.0,0,50.0,11.0,87.0,0,1,55.0,1
12,12,0,16,25,-5.5,38.0,16,42.0,18.0,89.0,0,1,20.0,0
12,12,0,1,4,-2.5,38.0,1,60.0,13.0,91.0,0,1,32.0,0
12,12,0,27,9,-3.5,35.0,28,57.0,9.0,35.0,0,1,24.0,1
12,12,0,4,7,-7.0,43.0,4,57.0,9.0,35.0,1,0,37.0,0
12,12,0,18,10,-3.5,41.0,33,79.0,19.0,85.0,0,1,35.0,1
12,12,0,5,6,-9.0,37.0,27,72.0,0.0,0.0,0,1,30.0,1
12,12,0,6,16,-4.5,35.0,6,58.0,16.0,87.0,1,0,27.0,1
12,12,0,19,20,-3.5,35.0,8,60.0,13.0,88.0,1,0,81.0,0
12,12,0,12,13,-8.5,42.0,35,56.0,4.0,29.0,1,0,26.0,0
12,12,0,10,8,-12.0,33.0,10,58.0,8.0,97.0,0,1,44.0,1
12,12,0,20,1,-8.5,37.0,19,58.0,8.0,42.0,0,1,43.0,1
12,12,0,11,24,-12.0,32.0,11,72.0,0.0,0.0,1,0,38.0,0
12,12,0,7,21,-4.0,37.0,7,72.0,0.0,0.0,0,1,23.0,1
12,13,0,24,12,-15.0,41.0,23,38.0,15.0,64.0,0,1,33.0,1
12,13,0,25,10,-1.5,41.0,24,72.0,0.0,0.0,1,0,45.0,0
12,13,0,23,27,-5.5,41.0,37,72.0,0.0,0.0,0,1,34.0,1
12,13,0,1,15,-7.5,36.0,1,31.0,9.0,72.0,1,0,30.0,0
12,13,0,22,2,-3.5,35.0,21,33.0,11.0,76.0,0,1,41.0,1
12,13,0,2,1,-5.5,36.0,2,32.0,12.0,81.0,0,1,33.0,1
12,13,0,15,26,-16.5,41.0,31,72.0,0.0,0.0,1,0,29.0,1
12,13,0,4,23,-2.5,37.0,4,62.0,7.0,30.0,1,0,48.0,0
12,13,0,7,0,-4.0,37.0,7,72.0,0.0,0.0,0,1,37.0,1
12,13,0,8,24,-6.0,35.0,8,44.0,10.0,66.0,1,0,30.0,0
12,13,0,20,3,-3.5,35.0,19,62.0,8.0,37.0,0,1,30.0,1
12,13,0,21,20,-6.5,41.0,20,53.0,9.0,55.0,0,1,34.0,1
12,13,0,13,22,-8.0,36.0,13,44.0,11.0,62.0,0,1,44.0,1
12,13,0,11,9,-5.5,34.0,11,72.0,0.0,0.0,1,0,29.0,1
12,14,0,7,5,-10.0,39.0,7,72.0,0.0,0.0,0,1,36.0,1
12,14,0,0,16,-17.0,36.0,0,26.0,22.0,71.0,0,1,41.0,0
12,14,0,22,19,-10.0,33.0,21,25.0,13.0,67.0,0,1,58.0,1
12,14,0,17,13,-7.0,35.0,17,15.0,7.0,77.0,1,0,58.0,0
12,14,0,2,4,-3.5,35.0,2,21.0,12.0,70.0,0,1,48.0,1
12,14,0,27,24,-2.5,33.0,28,57.0,8.0,69.0,1,0,35.0,1
12,14,0,6,8,-1.5,33.0,6,26.0,23.0,48.0,0,1,6.0,0
12,14,0,19,21,-7.0,35.0,8,31.0,24.0,53.0,1,0,38.0,0
12,14,0,9,23,-5.5,36.0,9,33.0,20.0,50.0,0,1,45.0,1
12,14,0,12,11,-4.5,37.0,35,52.0,3.0,65.0,1,0,48.0,0
12,14,0,10,18,-13.5,31.0,10,22.0,13.0,75.0,0,1,34.0,1
12,14,0,21,0,-8.0,42.0,20,53.0,19.0,82.0,0,1,30.0,1
12,14,0,14,14,-1.0,39.0,14,60.0,8.0,69.0,0,1,58.0,0
12,14,0,26,2,-11.0,42.0,25,72.0,0.0,0.0,0,1,31.0,1
12,15,0,0,9,-14.0,37.0,0,31.0,12.0,90.0,0,1,44.0,1
